opponent_team_name,opponent_team_alias,lakers_score,opponent_score,game_location,game_date,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,pls_min,points,double_double,triple_double,effective_fg_pct,efficiency,efficiency_game_score,points_in_paint,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,fouls_drawn,offensive_fouls,points_off_turnovers,second_chance_pts,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,defensive_rating,offensive_rating,coach_ejections,minus,plus,defensive_rebounds_pct,offensive_rebounds_pct,rebounds_pct,steals_pct,turnovers_pct,coach_tech_fouls,second_chance_att,second_chance_made,second_chance_pct
Thunder,OKC,119,112,home,2021-02-09T03:00:00+00:00,42:30,11,22,50.0,2,10,20.0,9,12,75.0,1,4,5,80.0,0,14,14,12,5,2,2,2.4,3,0,0,8,28,True,True,54.5,39,26.4,14,8,7,87.5,24.2,57.9,2,0,4,0,12,5,4,80.0,89.8452808952474,108.817677353201,0,86,94,27.269145733371,0.0,15.3089940959276,2.14264269377761,17.1232876712329,0,0,0,0.0
Thunder,OKC,114,113,home,2021-02-11T03:00:00+00:00,41:03,9,20,45.0,3,9,33.3,6,11,54.5,1,4,4,100.0,0,6,6,7,5,2,0,1.4,2,0,0,6,25,False,False,52.5,26,17.5,10,7,5,71.4,21.76,57.4,5,0,0,0,2,1,1,100.0,100.69480287249,100.980697984654,0,87,93,17.6060236961577,0.0,8.70410160259481,2.30226177672057,18.6846038863976,0,2,0,0.0
Grizzlies,MEM,115,105,home,2021-02-13T03:00:00+00:00,34:08,9,15,60.0,1,4,25.0,8,11,72.7,0,9,14,64.3,1,8,9,8,5,2,0,1.6,2,0,0,8,28,False,False,63.3,38,24.0,12,9,6,66.7,21.16,66.2,9,0,6,4,6,3,2,66.7,105.021638808536,119.612372684936,0,73,81,28.125,3.515625,15.8203125,2.83061594202899,19.1131498470948,0,1,1,100.0
Nuggets,DEN,105,122,away,2021-02-15T03:00:00+00:00,30:56,9,18,50.0,0,5,0.0,9,13,69.2,0,4,7,57.1,1,9,10,9,1,0,1,9.0,2,0,0,-17,22,True,False,50.0,31,20.4,16,11,8,72.7,21.08,52.2,4,0,2,2,7,2,2,100.0,119.89434008963,114.680719223709,0,90,73,29.7138664710198,3.37331334332834,16.6852057842047,0.0,4.52898550724638,0,2,1,50.0
Timberwolves,MIN,112,104,away,2021-02-17T01:00:00+00:00,37:53,13,20,65.0,1,4,25.0,12,16,75.0,1,3,4,75.0,0,13,13,7,5,0,1,1.4,1,0,0,4,30,True,False,67.5,44,24.9,20,11,10,90.9,21.76,68.9,8,1,6,4,4,1,1,100.0,99.7016922300461,120.170427067875,0,88,92,38.3061009423055,0.0,21.6731886910413,0.0,18.6846038863976,0,2,2,100.0
Nets,BKN,98,109,home,2021-02-19T03:00:00+00:00,32:59,14,23,60.9,1,6,16.7,13,17,76.5,0,3,6,50.0,0,8,8,7,3,0,0,2.33,1,0,0,-7,32,False,False,63.0,36,24.2,20,14,10,71.4,25.64,62.4,5,0,11,4,2,1,1,100.0,120.313894765343,119.911598001818,0,68,61,31.4655231279789,0.0,14.9259532786567,0.0,10.4748603351955,0,2,2,100.0
Heat,MIA,94,96,home,2021-02-21T01:30:00+00:00,37:27,7,21,33.3,1,8,12.5,6,13,46.2,1,4,4,100.0,1,8,9,9,5,1,1,1.8,3,0,0,11,19,False,False,35.7,19,12.0,10,11,5,45.5,22.76,41.7,3,0,3,0,3,3,1,33.3,95.7604449601002,84.3527170414684,0,68,79,21.8163224725165,2.84824210057855,12.538457073199,1.29308812072271,18.0115273775216,0,2,0,0.0
Wizards,WAS,124,127,home,2021-02-23T03:00:00+00:00,43:15,14,29,48.3,2,10,20.0,12,19,63.2,0,1,3,33.3,0,9,9,13,8,1,0,1.63,2,0,0,3,31,True,False,51.7,33,19.5,16,13,8,61.5,30.32,51.1,6,0,6,2,2,3,1,33.3,108.815754821138,95.2302274361136,0,100,103,29.0234256160633,0.0,11.7328741852171,1.00842126893644,20.8768267223382,0,1,1,100.0
Jazz,UTA,89,114,away,2021-02-25T03:00:00+00:00,27:49,7,13,53.8,1,5,20.0,6,8,75.0,0,4,5,80.0,0,4,4,4,4,1,0,1.0,0,0,0,-20,19,False,False,57.7,20,13.3,10,5,5,100.0,15.2,62.5,3,0,5,0,2,1,1,100.0,125.069844057734,104.702197057354,0,72,52,14.6858228267659,0.0,7.04320074344897,1.88382552635917,20.8333333333333,0,0,0,0.0
Trail Blazers,POR,102,93,home,2021-02-27T03:00:00+00:00,35:34,11,21,52.4,2,5,40.0,9,16,56.3,0,4,8,50.0,1,10,11,7,2,4,3,3.5,1,0,0,9,28,True,False,57.1,41,28.4,12,7,6,85.7,24.52,57.1,5,0,3,0,11,4,4,100.0,79.646670359659,116.800031895436,0,62,71,28.714430995633,2.6991565135895,15.3044956956106,5.51974747155318,7.54147812971342,0,1,0,0.0
Warriors,GSW,117,91,home,2021-03-01T01:00:00+00:00,24:24,7,12,58.3,3,5,60.0,4,7,57.1,0,2,4,50.0,2,4,6,4,2,2,2,2.0,2,0,0,18,19,False,False,70.8,24,18.6,6,4,3,75.0,13.76,69.0,2,0,2,0,5,2,2,100.0,74.5528648242606,131.754464913366,0,49,67,16.0589922619913,8.55315892214754,12.424588750067,3.53309366396181,12.6903553299492,0,0,0,0.0
Suns,PHX,104,114,home,2021-03-03T03:00:00+00:00,37:38,16,24,66.7,3,8,37.5,13,16,81.3,0,3,5,60.0,0,5,5,6,3,2,1,2.0,1,1,0,2,38,False,False,72.9,40,31.8,26,15,13,86.7,26.2,72.5,3,0,1,2,3,2,1,50.0,114.971581335923,133.86869718619,0,85,87,18.7568384306779,0.0,9.51839562153801,2.62982476966205,10.2739726027397,0,1,1,100.0
Kings,SAC,120,123,away,2021-03-04T03:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pacers,IND,105,100,home,2021-03-13T03:30:00+00:00,34:21,5,13,38.5,1,4,25.0,4,9,44.4,0,7,11,63.6,0,3,3,10,3,1,0,3.33,4,0,0,11,18,True,False,42.3,20,13.6,8,6,4,66.7,17.84,50.4,7,2,0,2,2,2,1,50.0,102.215062289038,104.86024696888,0,70,81,8.73362445414847,0.0,4.76379515680826,1.35352568061193,14.3953934740883,0,0,0,0.0
Warriors,GSW,128,97,away,2021-03-16T02:30:00+00:00,30:29,8,13,61.5,2,4,50.0,6,9,66.7,0,4,6,66.7,1,9,10,11,6,0,0,1.83,3,0,0,33,22,True,True,69.2,32,19.2,6,3,3,100.0,15.64,70.3,5,2,3,4,3,1,1,100.0,95.8472989097456,120.149085504667,0,56,89,29.5238459730021,5.62358970914325,20.7184884021067,0.0,27.7264325323475,0,2,2,100.0
Timberwolves,MIN,137,121,home,2021-03-17T02:30:00+00:00,31:12,8,14,57.1,4,7,57.1,4,7,57.1,1,5,5,100.0,1,11,12,12,4,0,1,3.0,0,0,0,0,25,True,True,71.4,41,27.5,8,7,4,57.1,16.2,77.2,2,0,3,0,2,3,1,33.3,113.783686529879,142.069882344672,0,90,90,41.2742539984759,4.27334447964018,23.9751274701891,0.0,19.8019801980198,0,0,0,0.0
Hornets,CHA,116,105,home,2021-03-19T02:30:00+00:00,36:30,14,23,60.9,4,9,44.4,10,14,71.4,1,5,6,83.3,1,7,8,6,3,1,1,2.0,2,0,0,7,37,False,False,69.6,42,31.0,18,11,9,81.8,25.64,72.2,5,0,9,2,8,4,4,100.0,101.256482066401,140.119614241834,0,80,87,20.4566210045662,2.85884455032758,11.561041698028,1.27924950695592,10.8538350217077,0,1,1,100.0
Hawks,ATL,94,99,home,2021-03-20T19:30:00+00:00,10:36,3,6,50.0,1,2,50.0,2,4,50.0,0,3,3,100.0,0,1,1,4,1,0,0,4.0,0,0,0,-5,10,False,False,58.3,13,9.1,2,3,1,33.3,7.32,68.3,2,0,0,0,2,0,0,0.0,113.858328416029,141.278127895814,0,27,22,8.23327615780446,0.0,4.48346721464599,0.0,12.0192307692308,0,0,0,0.0
Suns,PHX,94,111,away,2021-03-22T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pelicans,NOP,111,128,away,2021-03-23T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
76ers,PHI,101,109,home,2021-03-26T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Cavaliers,CLE,100,86,home,2021-03-27T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Magic,ORL,96,93,home,2021-03-29T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Bucks,MIL,97,112,home,2021-04-01T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Kings,SAC,115,94,away,2021-04-03T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Clippers,LAC,86,104,away,2021-04-04T19:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Raptors,TOR,110,101,away,2021-04-06T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Heat,MIA,104,110,away,2021-04-08T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Nets,BKN,126,101,away,2021-04-11T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Knicks,NYK,96,111,away,2021-04-12T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Hornets,CHA,101,93,away,2021-04-14T00:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Celtics,BOS,113,121,home,2021-04-16T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Jazz,UTA,127,115,home,2021-04-17T20:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Jazz,UTA,97,111,home,2021-04-20T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Mavericks,DAL,110,115,away,2021-04-23T01:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Mavericks,DAL,93,108,away,2021-04-25T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Magic,ORL,114,103,away,2021-04-26T23:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Wizards,WAS,107,116,away,2021-04-28T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Kings,SAC,106,110,home,2021-05-01T02:30:00+00:00,31:51,6,12,50.0,1,5,20.0,5,7,71.4,0,3,5,60.0,1,7,8,7,5,2,1,1.4,1,0,0,5,16,False,False,54.2,24,14.2,8,6,4,66.7,14.2,56.3,4,0,4,1,0,0,0,0.0,105.411063212377,100.093891201057,0,70,75,24.5336059289548,4.07314693028979,15.0706436420722,2.9643280177168,26.0416666666667,0,0,0,0.0
Raptors,TOR,114,121,home,2021-05-03T02:00:00+00:00,27:33,6,11,54.5,2,5,40.0,4,6,66.7,0,5,7,71.4,0,7,7,6,5,0,0,1.2,2,0,0,-4,19,False,False,63.6,24,13.4,8,4,4,100.0,14.08,67.5,6,0,0,0,0,1,0,0.0,114.912991328113,104.045204098056,0,67,63,24.3920145190563,0.0,13.1139863005679,0.0,26.2054507337526,0,0,0,0.0
Nuggets,DEN,93,89,home,2021-05-04T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Clippers,LAC,94,118,away,2021-05-07T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Trail Blazers,POR,101,106,away,2021-05-08T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Suns,PHX,123,110,home,2021-05-10T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Knicks,NYK,101,99,home,2021-05-12T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Rockets,HOU,124,122,home,2021-05-13T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pacers,IND,122,115,away,2021-05-15T17:00:00+00:00,28:27,11,22,50.0,1,4,25.0,10,18,55.6,1,1,2,50.0,3,4,7,8,4,0,0,2.0,2,0,0,7,24,False,False,52.3,22,16.7,14,10,7,70.0,22.88,52.4,2,0,2,7,7,3,3,100.0,116.195264937046,108.69661108836,0,67,74,16.068855043863,12.6542233470421,14.4031810454137,0.0,14.8809523809524,0,6,3,50.0
Pelicans,NOP,110,98,away,2021-05-17T01:00:00+00:00,27:28,11,22,50.0,2,5,40.0,9,17,52.9,1,1,2,50.0,1,0,1,6,2,3,0,3.0,0,0,0,-2,25,False,False,54.5,22,19.5,18,15,9,60.0,22.88,54.6,2,0,7,0,6,4,3,75.0,98.6001943194854,106.719356928083,0,64,62,0.0,3.71824003305102,1.96356496127414,5.23016604808653,8.03858520900322,0,0,0,0.0
Clippers,LAC,102,112,away,2019-10-23T02:30:00+00:00,36:00,7,19,36.8,1,5,20.0,6,14,42.9,2,3,4,75.0,1,9,10,8,5,1,1,1.6,3,0,0,-8,18,True,False,39.5,21,11.6,10,12,5,41.7,20.76,43.4,6,0,2,0,2,2,1,50.0,115.474603941174,88.6007771708554,0,80,72,27.906976744186,3.10077519379845,15.5038759689922,1.41003948110547,19.4099378881988,0,0,0,0.0
Jazz,UTA,95,86,home,2019-10-26T02:30:00+00:00,30:34,12,22,54.5,1,4,25.0,11,18,61.1,1,7,8,87.5,2,5,7,10,1,1,0,10.0,0,0,0,17,32,True,False,56.8,43,30.9,18,14,9,64.3,25.52,62.7,6,0,6,2,4,4,2,50.0,94.0489381815692,138.173908668196,0,55,72,23.0932067483482,6.54307524536532,13.4053248929436,1.58236402548134,3.77073906485671,0,1,1,100.0
Hornets,CHA,120,101,home,2019-10-28T01:30:00+00:00,35:01,7,14,50.0,1,3,33.3,6,11,54.5,0,5,5,100.0,1,5,6,12,4,1,0,3.0,0,0,0,17,20,True,False,53.6,34,20.6,12,9,6,66.7,16.2,61.7,6,0,0,0,4,4,2,50.0,101.91617497204,123.366107894268,0,75,92,13.707758210376,3.26375195485143,8.93984231111479,1.31653459569497,19.8019801980198,0,1,0,0.0
Grizzlies,MEM,120,91,home,2019-10-30T02:30:00+00:00,28:19,8,15,53.3,2,5,40.0,6,10,60.0,1,5,7,71.4,0,2,2,8,6,0,1,1.33,0,0,0,2,23,False,False,60.0,23,15.8,10,7,5,71.4,18.08,63.6,5,0,9,0,4,2,2,100.0,89.8076246259279,104.410755097919,0,68,70,5.94777113472321,0.0,3.39022954679223,0.0,24.9169435215947,0,0,0,0.0
Mavericks,DAL,119,110,away,2019-11-02T01:30:00+00:00,42:32,13,23,56.5,4,9,44.4,9,14,64.3,0,9,11,81.8,0,12,12,16,4,4,1,4.0,5,0,0,15,39,True,True,65.2,61,40.8,14,10,7,70.0,27.84,70.0,10,1,10,0,6,3,2,66.7,82.648909128328,135.033290956729,0,85,100,28.2140505971974,0.0,14.6602419769751,4.25587625697707,12.5628140703518,0,0,0,0.0
Spurs,SAS,103,96,away,2019-11-04T00:00:00+00:00,37:18,8,23,34.8,0,6,0.0,8,17,47.1,2,5,10,50.0,1,10,11,13,5,2,1,2.6,2,0,0,15,21,True,True,34.8,25,15.8,14,13,7,53.8,27.4,38.3,6,1,0,2,8,3,3,100.0,88.9582382499502,85.4997400419275,0,68,83,27.3800695910102,2.79752884951626,15.2209634177981,2.43355384035076,15.4320987654321,0,0,0,0.0
Bulls,CHI,118,112,away,2019-11-06T01:00:00+00:00,35:11,10,19,52.6,2,6,33.3,8,13,61.5,0,8,9,88.9,0,10,10,11,2,2,1,5.5,3,0,0,17,30,True,True,57.9,44,30.5,8,7,4,57.1,22.96,65.3,5,0,8,3,4,4,2,50.0,105.649335997619,138.993421701653,0,77,94,31.0064166056587,0.0,14.9921135236152,2.6205961018997,8.01282051282051,0,1,1,100.0
Heat,MIA,95,80,home,2019-11-09T03:30:00+00:00,36:03,10,19,52.6,4,7,57.1,6,12,50.0,0,1,2,50.0,1,3,4,6,3,0,0,2.0,2,0,0,16,25,False,False,63.2,21,17.3,10,9,5,55.6,19.88,62.9,1,0,5,2,0,1,0,0.0,93.2464558550872,113.582323885522,0,56,72,8.68359162998251,3.41406166648885,6.2658072937913,0.0,13.1118881118881,0,3,1,33.3
Raptors,TOR,104,113,home,2019-11-11T02:30:00+00:00,35:20,5,15,33.3,0,2,0.0,5,13,38.5,2,3,6,50.0,3,10,13,15,2,0,1,7.5,0,0,0,-6,13,True,True,33.3,28,17.6,8,11,4,36.4,17.64,36.8,3,0,3,4,3,1,1,100.0,107.203567341902,106.141660734785,0,83,77,30.188679245283,8.31728917982287,18.7876354877559,0.0,10.183299389002,0,3,2,66.7
Suns,PHX,123,115,away,2019-11-13T02:00:00+00:00,37:04,8,18,44.4,1,4,25.0,7,14,50.0,0,2,7,28.6,0,7,7,11,1,0,0,11.0,0,0,0,-2,19,True,False,47.2,27,16.4,12,12,6,50.0,21.08,45.1,6,0,2,1,2,1,1,100.0,115.495932219012,106.396522674378,0,93,91,21.5829279040279,0.0,10.92148158999,0.0,4.52898550724638,0,0,0,0.0
Warriors,GSW,120,94,home,2019-11-14T03:00:00+00:00,26:29,11,21,52.4,1,5,20.0,10,16,62.5,2,0,1,0.0,2,4,6,12,4,1,1,3.0,1,1,0,13,23,True,False,54.8,26,20.6,8,7,4,57.1,21.44,53.6,2,1,2,4,2,4,1,25.0,91.2487287301349,117.807514793088,0,64,77,15.1038388923851,10.0692259282568,12.9461476220444,1.75150818234076,15.7232704402516,0,2,2,100.0
Kings,SAC,99,97,home,2019-11-16T03:30:00+00:00,38:40,10,20,50.0,2,7,28.6,8,13,61.5,0,7,7,100.0,3,1,4,11,2,3,0,5.5,1,0,0,13,29,True,False,55.0,39,29.7,12,10,6,60.0,23.08,62.8,5,0,2,9,2,1,1,100.0,106.808674113915,137.394550268457,0,78,91,3.02775441547519,8.6607858861267,5.91133004926108,3.96353547364249,7.97448165869218,0,3,3,100.0
Hawks,ATL,122,101,home,2019-11-18T02:30:00+00:00,33:07,13,21,61.9,6,10,60.0,7,11,63.6,0,1,1,100.0,0,7,7,12,0,1,1,0.0,1,0,0,30,33,True,False,76.2,46,35.3,12,8,6,75.0,21.44,77.0,1,0,5,3,7,4,3,75.0,96.0362017416652,172.171340971942,0,69,99,24.7462162593443,0.0,12.8429729953559,1.34205670189566,0.0,0,3,1,33.3
Thunder,OKC,112,107,home,2019-11-20T03:30:00+00:00,37:08,10,21,47.6,2,5,40.0,8,16,50.0,0,3,5,60.0,0,11,11,10,7,2,0,1.43,2,0,0,6,25,True,True,52.4,32,18.0,14,10,7,70.0,23.2,53.9,6,0,9,5,11,5,5,100.0,106.271762085195,99.0051353868535,0,75,81,35.5475763016158,0.0,16.7282712007604,2.61139219846581,23.1788079470199,0,2,2,100.0
Thunder,OKC,130,127,away,2019-11-23T01:00:00+00:00,35:37,9,20,45.0,1,3,33.3,8,17,47.1,0,4,6,66.7,1,5,6,14,5,1,1,2.8,2,0,0,3,23,True,False,47.5,29,19.7,16,14,8,57.1,22.64,50.8,4,1,2,4,4,2,2,100.0,118.695020828613,112.632531240156,0,91,94,16.8460458586804,3.20877063974865,9.8611000148373,1.25017037912285,18.0897250361794,0,2,2,100.0
Grizzlies,MEM,109,108,away,2019-11-24T01:00:00+00:00,38:50,14,27,51.9,2,9,22.2,12,18,66.7,2,0,0,0.0,1,5,6,4,5,2,0,0.8,1,0,0,7,30,False,False,55.6,21,18.3,22,16,11,68.8,27.0,55.6,0,0,13,0,10,7,5,71.4,106.676934821741,99.8339450352145,0,80,87,15.0737988066576,2.68706848292592,8.52449311824774,2.36067895749794,15.625,0,1,0,0.0
Spurs,SAS,114,104,away,2019-11-26T01:30:00+00:00,35:08,13,24,54.2,4,7,57.1,9,17,52.9,3,3,8,37.5,1,3,4,14,3,0,1,4.67,2,0,0,6,33,True,False,62.5,33,27.7,16,14,8,57.1,27.52,60.0,5,1,5,8,2,2,1,50.0,111.1351373786,126.868311827312,0,72,78,10.5094146839877,3.25291406885335,6.74678473539954,0.0,9.82961992136304,0,4,3,75.0
Pelicans,NOP,114,110,away,2019-11-28T02:30:00+00:00,37:35,10,18,55.6,2,6,33.3,8,12,66.7,0,7,11,63.6,2,3,5,11,5,2,1,2.2,2,0,0,3,29,True,False,61.1,37,25.7,14,11,7,63.6,22.84,63.5,8,0,2,3,8,6,4,66.7,109.125624974536,119.945546277498,0,83,86,8.91043159903058,7.09534368070954,8.08330292739061,2.45136633882479,17.9597701149425,0,2,1,50.0
